name,name_input,cas_number,delta_d,delta_p,delta_h,radius,type,confidence,source_count,source,source_url,name_iupac,name_common,name_common_all,name_acronyms,subclass,product_url
CELLULOSE ACETATE,CELLULOSE ACETATE,,16.9,16.3,3.7,13.707248,Cellulosic Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,CELLULOSE ACETATE,CELLULOSE ACETATE,,,
CELL. ACET. BUTYRATE,CELL. ACET. BUTYRATE,,17.2,13.8,2.8,12.6,Cellulosic Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,CELL. ACET. BUTYRATE,CELL. ACET. BUTYRATE,,,
CELL. ACET. PROPIONATE,CELL. ACET. PROPIONATE,,9.8,13.6,11.4,15.2,Cellulosic Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,CELL. ACET. PROPIONATE,CELL. ACET. PROPIONATE,,,
PCTFE,PCTFE,,14.1,2.7,5.5,6.6,Fluoropolymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PCTFE,PCTFE,,,
FEP,FEP,,19.0,4.0,3.0,4.0,Fluoropolymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,FEP,FEP,,,
FURAN,FURAN,110-00-9,19.0,6.0,8.0,5.0,Phenolic Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,FURAN,FURAN,,Furan Resin,
FURF ALC,FURF ALC,,19.9,3.9,5.1,3.8,Phenolic Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,FURF ALC,FURF ALC,,Furan Resin,
PHENOLIC,PHENOLIC,,21.6,5.2,18.8,15.4,Phenolic Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PHENOLIC,PHENOLIC,,,
PETG,PETG,63407-54-5,18.0,3.0,4.0,6.0,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,"Poly(ethylene terephthalate-co-1,4-cyclohexanedimethanol terephthalate)",PETG,PETG; polyethylene terephthalate glycol; PETG copolyester,PETG,Saturated Polyester,https://pubchem.ncbi.nlm.nih.gov/compound/3034479
HDPE,HDPE,,18.0,0.0,2.0,2.0,Polyolefin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,"Polyethylene, high density",high-density polyethylene,high-density polyethylene; HDPE,HDPE,,https://pubchem.ncbi.nlm.nih.gov/compound/9795
PP,PP,,18.0,0.0,1.0,6.0,Polyolefin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,Polypropylene,polypropylene,polypropylene,PP,Polypropylene,https://pubchem.ncbi.nlm.nih.gov/compound/9857
PECTFE SOL AT HIGH TEMP.,PECTFE SOL AT HIGH TEMP.,,19.5,7.3,1.7,5.1,Fluoropolymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PECTFE SOL AT HIGH TEMP.,PECTFE SOL AT HIGH TEMP.,,,
PAN,PAN,,21.7,14.1,9.1,10.9,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,Polyacrylonitrile,PAN,PAN; polyacrylonitrile,PAN,PAN,https://pubchem.ncbi.nlm.nih.gov/compound/9904
PEI 1200PSI,PEI 1200PSI,,17.2,6.4,5.2,3.6,Polyacetal / PEI / PC,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PEI 1200PSI,PEI 1200PSI,,PEI,
PEI 2400PSI,PEI 2400PSI,,17.4,4.6,9.0,7.2,Polyacetal / PEI / PC,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PEI 2400PSI,PEI 2400PSI,,PEI,
PEI 600PSI,PEI 600PSI,,17.3,5.3,4.7,3.3,Polyacetal / PEI / PC,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PEI 600PSI,PEI 600PSI,,PEI,
ESTER GUM,ESTER GUM,,16.9,4.5,6.5,9.2,Cellulosic Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,ESTER GUM,ESTER GUM,,,
ALKYD 45 SOYA,ALKYD 45 SOYA,,17.5,2.3,7.7,10.0,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,ALKYD 45 SOYA,ALKYD 45 SOYA,,Alkyd,
SILICONE DC-1107,SILICONE DC-1107?,,19.6,3.4,10.8,9.8,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,SILICONE DC-1107,SILICONE DC-1107,,Silicone,
PVETHYLETHER,PVETHYLETHER?,,15.1,3.1,11.9,12.9,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PVETHYLETHER,PVETHYLETHER,,Polyvinyl ethyl ether,
PBUTYLACRYLATE,PBUTYLACRYLATE,,16.2,9.0,3.0,10.1,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PBUTYLACRYLATE,PBUTYLACRYLATE,,,
PBMA,PBMA?,,15.9,5.5,5.9,8.5,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,Poly(butyl methacrylate),PBMA,PBMA,PBMA,PBMA,
SILICONE DC 23,SILICONE DC 23?,,16.4,0.0,7.8,5.5,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,SILICONE DC 23,SILICONE DC 23,,Silicone,
PE,PE,,16.0,0.8,2.8,3.2,Polyolefin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,Polyethylene,polyethylene,polyethylene; PE,PE,,https://pubchem.ncbi.nlm.nih.gov/compound/9795
GILSONITE,GILSONITE,,17.1,2.1,3.9,4.9,Natural & Petroleum Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,Uintaite,gilsonite,natural asphalt; uintaite,,Bituminous resin,
PVINYLBUTYLETHER,PVINYLBUTYLETHER,,17.4,3.4,7.8,8.4,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PVINYLBUTYLETHER,PVINYLBUTYLETHER,,PVE,
NAT RUBBER,NAT RUBBER,,16.0,4.0,6.0,1.3,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,"Polyisoprene, natural",natural rubber,NR; natural rubber,,Natural rubber,
HYP 20 CHLOROSULFONATED PE,HYP 20 CHLOROSULFONATED PE,,17.4,3.2,4.0,4.8,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,HYP 20 CHLOROSULFONATED PE,HYP 20 CHLOROSULFONATED PE,,Chlorinated/Halogenated Rubber,
ETHCEL N22,ETHCEL N22?,,22.7,0.5,16.5,20.1,Cellulosic Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,ETHCEL N22,ETHCEL N22,,,
CHLORINATED RUBBER,CHLORINATED RUBBER,,17.9,6.3,5.1,7.6,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,CHLORINATED RUBBER,CHLORINATED RUBBER,,,
DAMMAR GUM,DAMMAR GUM,,18.4,4.2,7.8,8.3,Natural & Petroleum Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,Dammar resin,dammar,dammar varnish; dammer resin,,Dammar,
Versamid 100,VERSAMID 100?,,18.8,3.0,9.2,7.8,Polyamide,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,Dimer acid-based polyamide,polyamide resin,dimer acid polyamide; reactive polyamide,PA,Dimer acid polyamide,
PS,PS,,18.5,4.5,2.9,5.3,Styrenic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,Polystyrene,polystyrene,polystyrene; styrofoam,PS,Polystyrene,https://pubchem.ncbi.nlm.nih.gov/compound/6353
PV AC,PV AC,,17.6,2.2,4.0,4.1,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PV AC,PV AC,,PVAc,
PVC,PVC,,17.6,7.8,3.4,8.2,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,Poly(vinyl chloride),polyvinyl chloride,polyvinyl chloride; vinyl plastic; PVC,PVC,,https://pubchem.ncbi.nlm.nih.gov/compound/6338
PHENOLICS,PHENOLICS,,19.8,7.2,10.8,12.8,Phenolic Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PHENOLICS,PHENOLICS,,,
BUNA N BUTADIENE/ACRYLONITRILE,BUNA N BUTADIENE/ACRYLONITRILE,,17.8,3.2,3.4,3.7,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,BUNA N BUTADIENE/ACRYLONITRILE,BUNA N BUTADIENE/ACRYLONITRILE,,,
PMMA,PMMA,,18.1,10.5,5.1,9.5,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,Poly(methyl methacrylate),acrylic glass,acrylic glass; acrylic; plexiglass; perspex,PMMA,,https://pubchem.ncbi.nlm.nih.gov/compound/6328
PEO 4000 HEATED SAMPLES,PEO 4000 ? HEATED SAMPLES,,21.5,10.9,13.1,15.9,Polyolefin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PEO 4000 HEATED SAMPLES,PEO 4000 HEATED SAMPLES,,PEO,
POLYETHYLENESULFIDE,POLYETHYLENESULFIDE (GOOD),,17.8,3.8,2.2,4.1,Polyolefin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,POLYETHYLENESULFIDE,GOOD,,,
PC,PC,,18.1,5.9,6.9,5.5,Polyacetal / PEI / PC,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,Polycarbonate,polycarbonate,polycarbonate; PC; Makrolon; Lexan,PC,Polycarbonate,
PLIOLITE P1230,PLIOLITE P1230,,18.1,4.7,3.7,3.907248,Natural & Petroleum Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PLIOLITE P1230,PLIOLITE P1230,,,
MYLAR PET,MYLAR PET,,18.0,6.2,6.2,5.0,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,MYLAR PET,MYLAR PET,,Saturated Polyester,
VCV A COPOLY,VCV A COPOLY,,17.3,8.7,6.1,7.8,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,VCV A COPOLY,VCV A COPOLY,,,
PUR,PUR,550-33-4,17.9,6.9,3.7,2.7,Polyurethane,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PUR,PUR,,,https://pubchem.ncbi.nlm.nih.gov/compound/68368
SAN,SAN,,16.6,9.8,7.6,4.8,Styrenic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,Poly(styrene-co-acrylonitrile),SAN,SAN; styrene-acrylonitrile copolymer,SAN,,https://pubchem.ncbi.nlm.nih.gov/compound/1599
VINSOL ROSIN,VINSOL ROSIN,,17.4,10.0,13.0,10.5,Natural & Petroleum Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,VINSOL ROSIN,VINSOL ROSIN,,,
EPON 1001,EPON 1001,,17.0,9.6,7.8,7.1,Epoxy Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,EPON 1001,EPON 1001,EP,,
SHELLAC,SHELLAC,,19.7,10.1,15.1,10.7,Natural & Petroleum Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,Shellac resin,shellac,lac resin; bleached shellac,,Shellac,
POLYMETHACRYLONITRILE,POLYMETHACRYLONITRILE,,17.2,14.4,7.6,3.8,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,POLYMETHACRYLONITRILE,POLYMETHACRYLONITRILE,,,
CELLULOSE ACETATE,CELLULOSE ACETATE,,18.3,16.5,11.9,8.8,Cellulosic Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,CELLULOSE ACETATE,CELLULOSE ACETATE,,,
CELLULOSE NITRATE,CELLULOSE NITRATE,,16.9,13.5,10.3,9.9,Cellulosic Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,CELLULOSE NITRATE,CELLULOSE NITRATE,,,
PVOH,"PVOH (NOT GOOD, SEE CHAP. 5)",,17.0,9.0,18.0,4.0,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,Poly(vinyl alcohol),PVOH,PVOH; PVA; polyvinyl alcohol,PVOH,PVOH,https://pubchem.ncbi.nlm.nih.gov/compound/11199
NYLON 66,NYLON 66,,16.0,11.0,24.0,3.0,Polyamide,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,Poly(caprolactam),nylon 6,PA6; polyamide 6; polycaprolactam,,PA6,https://pubchem.ncbi.nlm.nih.gov/compound/36070
Acryloid B-44,ACRYLOID B-44,,19.4,11.2,4.4,10.5,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,Poly(methyl methacrylate-co-ethyl acrylate),Acryloid B-44,acrylic copolymer,,MMA/EA copolymer,
Acryloid B-66,ACRYLOID B-66,,18.0,9.0,3.0,9.0,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,Acryloid B-66,Acryloid B-66,,,
Acryloid B-72,ACRYLOID B-72,,19.2,11.2,1.8,11.0,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,Acryloid B-72,Acryloid B-72,,,
Acryloid B-82,ACRYLOID B-82,,19.1,9.1,3.3,9.0,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,Acryloid B-82,Acryloid B-82,,,
R+H PBA,R+H PBA,,16.0,8.0,8.0,12.0,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R+H PBA,R+H PBA,,,
R+H PiMBA,R+H PiMBA,,20.7,4.1,10.7,11.5,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R+H PiMBA,R+H PiMBA,,,
R+H PNBMA,R+H PNBMA,,16.0,6.2,6.6,9.5,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R+H PNBMA,R+H PNBMA,,,
R+H PEMA,R+H PEMA,,19.0,9.0,8.0,11.0,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R+H PEMA,R+H PEMA,,PEMA,
R+H PMAA,R+H PMAA,,25.6,11.2,19.6,20.3,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R+H PMAA,R+H PMAA,,,
R+H PMMA,R+H PMMA,,19.1,11.3,4.1,10.3,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,R+H PMMA,R+H PMMA,,,
BMA/AN 80/20,BMA/AN 80/20,,17.5,9.9,4.1,9.5,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,BMA/AN 80/20,BMA/AN 80/20,,,
MAA/EA/ST 15/38/47,MAA/EA/ST 15/38/47,,17.6,5.2,7.0,4.5,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,MAA/EA/ST 15/38/47,MAA/EA/ST 15/38/47,,,
MAA/MA/V A 15/27.5/,MAA/MA/V A 15/27.5/,,57.5,28.5,15.7,18.1,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,MAA/MA/V A 15/27.5/,MAA/MA/V A 15/27.5/,,PVAc,
MAA/MA/V A 15/17.5/,MAA/MA/V A 15/17.5/,,67.5,25.5,15.7,18.1,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,MAA/MA/V A 15/17.5/,MAA/MA/V A 15/17.5/,,PVAc,
MMA/CYCLOL 58/42,MMA/CYCLOL 58/42,,18.7,9.9,8.7,8.8,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,MMA/CYCLOL 58/42,MMA/CYCLOL 58/42,,,
MMA/EA 50/50,MMA/EA 50/50,,17.5,9.9,4.1,9.5,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,MMA/EA 50/50,MMA/EA 50/50,,,
MMA/EA 25/75,MMA/EA 25/75,,19.0,9.0,15.0,12.0,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,MMA/EA 25/75,MMA/EA 25/75,,,
MMA/EA/AGE 40/40/20,MMA/EA/AGE 40/40/20,,17.6,9.8,5.6,9.7,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,MMA/EA/AGE 40/40/20,MMA/EA/AGE 40/40/20,,,
MMA/EA/AA,MMA/EA/AA,,15.9,15.9,11.5,11.1,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,MMA/EA/AA,MMA/EA/AA,,,
MMA/EA/AN 55/30/15,MMA/EA/AN 55/30/15?,,16.7,10.9,8.5,8.5,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,MMA/EA/AN 55/30/15,MMA/EA/AN 55/30/15,,,
MMA/EA/AN 40/40/20,MMA/EA/AN 40/40/20,,20.4,13.2,11.0,12.3,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,MMA/EA/AN 40/40/20,MMA/EA/AN 40/40/20,,,
MMA/EA/BAMA 40/40/20,MMA/EA/BAMA 40/40/20,,17.9,8.5,11.7,12.9,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,MMA/EA/BAMA 40/40/20,MMA/EA/BAMA 40/40/20,,,
MMA/EA/CYCLOL,MMA/EA/CYCLOL,,17.6,9.8,6.4,9.8,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,MMA/EA/CYCLOL,MMA/EA/CYCLOL,,,
MMA/EA/MAM 40/40/20,MMA/EA/MAM 40/40/20,,19.0,9.0,15.0,12.0,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,MMA/EA/MAM 40/40/20,MMA/EA/MAM 40/40/20,,,
MMA/EA/MAM 45/45/10,MMA/EA/MAM 45/45/10?,,19.5,11.1,8.7,11.2,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,MMA/EA/MAM 45/45/10,MMA/EA/MAM 45/45/10,,,
MMA/EA/BVBE 40/40/20,MMA/EA/BVBE 40/40/20,,17.8,10.0,6.6,9.8,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,MMA/EA/BVBE 40/40/20,MMA/EA/BVBE 40/40/20,,,
ACID DEGMP,ACID DEGMP,,15.3,13.3,14.9,15.6,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,ACID DEGMP,ACID DEGMP,,,
CARB DEG PTH,CARB DEG PTH,,19.4,13.4,11.6,11.1,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,CARB DEG PTH,CARB DEG PTH,,,
