name,name_input,cas_number,smiles,molecular_formula,delta_d,delta_p,delta_h,molar_volume,molecular_weight,boiling_point,density,category,cf_class,cf_subclass,name_iupac,name_common,name_common_all,name_acronyms,ghs_hazard,confidence,source_count,source,source_url,processing_notes
Diethylene Glycol Dieth yl Ether,Diethylene Glycol Dieth yl Ether,,,,15.8,5.9,5.6,179.8,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Diethylene Glycol Dieth yl Ether
Diethylene Glycol He xyl Ether,Diethylene Glycol He xyl Ether,,,,16.0,6.0,10.0,204.3,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Diethylene Glycol He xyl Ether
Diethylene Glycol Methyl t-Butyl,Diethylene Glycol Methyl t-Butyl,,,,16.0,7.2,7.2,193.9,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Diethylene Glycol Methyl t-Butyl
Diethylene Glycol Monob utyl Ether,Diethylene Glycol Monob utyl Ether,,,,16.0,7.0,10.6,170.6,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Diethylene Glycol Monob utyl Ether
Diethylene Glycol Monoeth yl Ether,Diethylene Glycol Monoeth yl Ether,,,,16.1,9.2,12.2,130.9,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Diethylene Glycol Monoeth yl Ether
Diethylene Glycol Monoeth yl Ether,Diethylene Glycol Monoeth yl Ether,,,,16.2,5.1,9.2,175.5,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Diethylene Glycol Monoeth yl Ether
Diethylene Glycol Monomethyl Ether,Diethylene Glycol Monomethyl Ether,111-77-3,,,16.2,7.8,12.6,118.0,,,,glycol ether,Organooxygen compounds,Ethers,diethylene glycol monomethyl ether,Diethylene Glycol Monomethyl Ether,Diethylene Glycol Monomethyl Ether,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Diethylene Glycol Monomethyl Ether
Diethylene Glycol Monoprop yl Ether,Diethylene Glycol Monoprop yl Ether,,,,16.0,7.2,11.3,153.9,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Diethylene Glycol Monoprop yl Ether
Diethylenetriamine,Diethylenetriamine,111-40-0,,,16.7,13.3,14.3,108.0,,,,amine,Organonitrogen compounds,Amines,diethylenetriamine,Diethylenetriamine,Diethylenetriamine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Diethylenetriamine
Dihexyl Ether,Dihexyl Ether,112-58-3,,,16.0,3.0,2.8,235.8,,,,ether,Organooxygen compounds,Ethers,dihexyl ether,Dihexyl Ether,Dihexyl Ether,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Dihexyl Ether
Dihexyl Phthalate,Dihexyl Phthalate,84-75-3,,,17.0,7.6,3.6,332.3,,,,ester,Benzene and substituted derivatives,Benzoic acids and derivatives,dihexyl phthalate,Dihexyl Phthalate,Dihexyl Phthalate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Dihexyl Phthalate
Dihydrogen Disulfide,Dihydrogen Disulfide,13465-07-1,,,17.3,6.3,10.7,49.6,,,,sulfur compound,Other non-metal organides,Other non-metal sulfides,dihydrogen disulfide,Dihydrogen Disulfide,Dihydrogen Disulfide,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Dihydrogen Disulfide
Dihydropyran,Dihydropyran,110-87-2,,,17.5,5.5,5.7,91.2,,,,ether,Oxacyclic compounds,,dihydropyran,Dihydropyran,Dihydropyran,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Dihydropyran
Diisobutyl Adipate,Diisobutyl Adipate,141-04-8,,,16.7,2.5,6.2,269.6,,,,ester,Fatty Acyls,Fatty acid esters,diisobutyl adipate,Diisobutyl Adipate,Diisobutyl Adipate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Diisobutyl Adipate
Diisopropylamine,Diisopropylamine,108-18-9,,,14.8,1.7,3.5,141.1,,,,amine,,,diisopropylamine,Diisopropylamine,Diisopropylamine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Diisopropylamine
Diketene,Diketene,674-82-8,,,16.2,15.1,8.1,75.9,,,,ketone,Lactones,Beta propiolactones,diketene,Diketene,Diketene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Diketene
Dimethyl Acetylene,Dimethyl Acetylene,503-17-3,,,15.1,3.4,7.6,78.9,,,,hydrocarbon,Unsaturated hydrocarbons,Acetylenes,dimethyl acetylene,Dimethyl Acetylene,Dimethyl Acetylene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Dimethyl Acetylene
Dimethyl Amine,Dimethyl Amine,124-40-3,,,15.3,4.8,11.2,66.2,,,,amine,,,dimethyl amine,Dimethyl Amine,Dimethyl Amine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Dimethyl Amine
Dimethyl Amine-Dimer,Dimethyl Amine-Dimer,,,,15.3,4.8,7.9,132.4,,,,amine,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Dimethyl Amine-Dimer
Dimethyl Carbonate,Dimethyl Carbonate,616-38-6,,,15.5,3.9,9.7,84.2,,,,ester,,,dimethyl carbonate,Dimethyl Carbonate,Dimethyl Carbonate; DMC,DMC,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Dimethyl Carbonate
Dimethyl Cellosolve,Dimethyl Cellosolve,110-71-4,,,15.4,6.0,6.0,104.5,,,,glycol ether,Organooxygen compounds,Ethers,dimethyl cellosolve,Dimethyl Cellosolve,Dimethyl Cellosolve,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Dimethyl Cellosolve
Dimethyl Diethylene Glycol,Dimethyl Diethylene Glycol,,,,15.8,6.1,9.2,142.0,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Dimethyl Diethylene Glycol
Dimethyl Diketone,Dimethyl Diketone,,,,15.7,5.3,11.7,88.2,,,,ketone,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Dimethyl Diketone
Dimethyl Disulfid,Dimethyl Disulfid,,,,17.3,7.8,6.5,88.6,,,,other,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Dimethyl Disulfid
Dimethyl Ethanolamine,Dimethyl Ethanolamine,108-01-0,,,16.1,9.2,15.3,101.1,,,,alcohol,,,dimethyl ethanolamine,Dimethyl Ethanolamine,Dimethyl Ethanolamine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Dimethyl Ethanolamine
Dimethyl Ethanolamine/Acetic Acid,Dimethyl Ethanolamine/Acetic Acid,,,,16.8,19.8,19.8,,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Dimethyl Ethanolamine/Acetic Acid
Dimethyl Ethanolamine/Formic Acid,Dimethyl Ethanolamine/Formic Acid,,,,17.2,21.5,22.5,,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Dimethyl Ethanolamine/Formic Acid
Dimethyl Ethanolamine/Methacrylic,Dimethyl Ethanolamine/Methacrylic,,,,17.2,18.8,17.6,,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Dimethyl Ethanolamine/Methacrylic
Dimethyl Ethanolamine/p-Toluene,Dimethyl Ethanolamine/p-Toluene,,,,17.2,21.5,22.5,,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Dimethyl Ethanolamine/p-Toluene
Dimethyl Ethanolamine/Thioglycolic,Dimethyl Ethanolamine/Thioglycolic,,,,17.2,21.5,22.5,,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Dimethyl Ethanolamine/Thioglycolic
Dimethyl Ether,Dimethyl Ether,115-10-6,,,15.2,6.1,5.7,63.2,,,,ether,Organooxygen compounds,Ethers,dimethyl ether,Dimethyl Ether,Dimethyl Ether,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Dimethyl Ether
Dimethyl Formamide,Dimethyl Formamide,,,,17.4,13.7,11.3,77.0,,,,amide,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Dimethyl Formamide
Dimethyl Isopropanol Amine/Acetic,Dimethyl Isopropanol Amine/Acetic,,,,16.6,19.4,18.0,,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Dimethyl Isopropanol Amine/Acetic
Dimethyl Ketene,Dimethyl Ketene,598-26-5,,,15.2,7.4,4.8,87.6,,,,ketone,Organooxygen compounds,Ketenes,dimethyl ketene,Dimethyl Ketene,Dimethyl Ketene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Dimethyl Ketene
Dimethyl Maleate,Dimethyl Maleate,624-48-6,,,16.3,8.3,9.8,125.8,,,,ester,,,dimethyl maleate,Dimethyl Maleate,Dimethyl Maleate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Dimethyl Maleate
Dimethyl Methyl Phosphonate,Dimethyl Methyl Phosphonate,756-79-6,,,16.7,13.1,7.5,106.9,,,,inorganic,,,dimethyl methyl phosphonate,Dimethyl Methyl Phosphonate,Dimethyl Methyl Phosphonate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Dimethyl Methyl Phosphonate
Dimethyl Phthalate,Dimethyl Phthalate,131-11-3,,,18.6,10.8,4.9,163.0,,,,ester,,,dimethyl phthalate,Dimethyl Phthalate,Dimethyl Phthalate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Dimethyl Phthalate
Dimethyl Sebacate,Dimethyl Sebacate,106-79-6,,,16.6,2.9,6.7,233.3,,,,ester,Fatty Acyls,Fatty acid esters,dimethyl sebacate,Dimethyl Sebacate,Dimethyl Sebacate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Dimethyl Sebacate
Dimethyl Sulfate,Dimethyl Sulfate,77-78-1,,,17.7,17.0,9.7,94.7,,,,sulfur compound,Organic sulfuric acids and derivatives,Sulfuric acid esters,dimethyl sulfate,Dimethyl Sulfate,Dimethyl Sulfate; DMS,DMS,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Dimethyl Sulfate
Dimethyl Sulfid,Dimethyl Sulfid,,,,16.1,6.4,7.4,73.2,,,,other,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Dimethyl Sulfid
Dimethyl Sulfone,Dimethyl Sulfone,67-71-0,,,19.0,19.4,12.3,75.0,,,,sulfoxide,Sulfonyls,Sulfones,dimethyl sulfone,Dimethyl Sulfone,Dimethyl Sulfone,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Dimethyl Sulfone
Dimethyl Sulfoxide,Dimethyl Sulfoxide,,,,18.4,16.4,10.2,71.3,,,,sulfoxide,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Dimethyl Sulfoxide
Dioctyl Adipate,Dioctyl Adipate,123-79-5,,,16.7,2.0,5.1,400.0,,,,ester,Fatty Acyls,Fatty alcohol esters,dioctyl adipate,Dioctyl Adipate,Dioctyl Adipate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Dioctyl Adipate
Dioctyl Phthalate,Dioctyl Phthalate,,,,16.6,7.0,3.1,377.0,,,,other,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Dioctyl Phthalate
Dipentene,Dipentene,,,,17.2,1.8,4.3,162.9,,,,other,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Dipentene
Diphenyl Acetylene P from 0 Dipole,Diphenyl Acetylene P from 0 Dipole,,,,20.1,0.0,3.2,184.3,,,,aromatic,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Diphenyl Acetylene P from 0 Dipole
Diphenyl Acetylene P from Group Cont. (Phenylethynyl)benzene,Diphenyl Acetylene P from Group Cont. (Phenylethynyl)benzene,,,,20.1,2.0,3.2,184.3,,,,aromatic,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Diphenyl Acetylene P from Group Cont. (Phenylethynyl)benzene
Diphenyl Ether,Diphenyl Ether,101-84-8,,,19.5,3.4,5.8,160.4,,,,ether,Benzene and substituted derivatives,Diphenylethers,diphenyl ether,Diphenyl Ether,Diphenyl Ether,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Diphenyl Ether
Diphenyl Sulfone,Diphenyl Sulfone,127-63-9,,,21.1,14.4,3.4,174.3,,,,sulfoxide,Benzene and substituted derivatives,Benzenesulfonyl compounds,diphenyl sulfone,Diphenyl Sulfone,Diphenyl Sulfone,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Diphenyl Sulfone
Diphenylamine,Diphenylamine,122-39-4,,,20.0,3.3,5.9,145.9,,,,amine,Benzene and substituted derivatives,Aniline and substituted anilines,diphenylamine,Diphenylamine,Diphenylamine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Diphenylamine
Diphenylmethane,Diphenylmethane,101-81-5,,,19.5,1.0,1.0,168.2,,,,aromatic,,,diphenylmethane,Diphenylmethane,Diphenylmethane,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Diphenylmethane
Dipropyl Amine,Dipropyl Amine,142-84-7,,,15.3,1.4,4.1,136.9,,,,amine,,,dipropyl amine,Dipropyl Amine,Dipropyl Amine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Dipropyl Amine
Dipropyl Ketone,Dipropyl Ketone,123-19-3,,,15.8,5.7,4.9,140.8,,,,ketone,Organooxygen compounds,Carbonyl compounds,dipropyl ketone,Dipropyl Ketone,Dipropyl Ketone,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Dipropyl Ketone
Dipropylene Glycol,Dipropylene Glycol,2396-61-4,,,16.5,10.6,17.7,130.9,,,,glycol,Organooxygen compounds,Ethers,dipropylene glycol,Dipropylene Glycol,Dipropylene Glycol,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Dipropylene Glycol
Dipropylene Glycol Methyl Ether,Dipropylene Glycol Methyl Ether,112-28-7,,,15.5,5.7,11.2,157.4,,,,ether,Organooxygen compounds,Ethers,dipropylene glycol methyl ether,Dipropylene Glycol Methyl Ether,Dipropylene Glycol Methyl Ether,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Dipropylene Glycol Methyl Ether
Dipropylene Glycol Mono n-Butyl Ether 1-(2-Butoxy-1-methyl-,Dipropylene Glycol Mono n-Butyl Ether 1-(2-Butoxy-1-methyl-,,,,15.7,6.5,10.0,211.2,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Dipropylene Glycol Mono n-Butyl Ether 1-(2-Butoxy-1-methyl-
Dipropylene Glycol Mono n-Prop yl,Dipropylene Glycol Mono n-Prop yl,,,,15.6,6.1,11.0,185.6,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Dipropylene Glycol Mono n-Prop yl
Dipropylene Glycol Monomethyl Ether,Dipropylene Glycol Monomethyl Ether,,,,16.3,4.9,8.0,195.7,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Dipropylene Glycol Monomethyl Ether
Ditridecyl Phthalate,Ditridecyl Phthalate,119-06-2,,,16.6,5.4,1.9,558.3,,,,ester,Benzene and substituted derivatives,Benzoic acids and derivatives,ditridecyl phthalate,Ditridecyl Phthalate,Ditridecyl Phthalate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ditridecyl Phthalate
Divinyl Sulfid,Divinyl Sulfid,,,,16.5,4.6,5.6,93.6,,,,other,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Divinyl Sulfid
Dodecane,Dodecane,112-40-3,,,16.0,0.0,0.0,228.6,,,,hydrocarbon,Saturated hydrocarbons,Alkanes,dodecane,Dodecane,Dodecane,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Dodecane
Dodecanol,Dodecanol,112-53-8,,,16.0,4.0,9.3,224.5,,,,alcohol,Fatty Acyls,Fatty alcohols,dodecanol,Dodecanol,Dodecanol,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Dodecanol
Dopamine,Dopamine,51-61-6,,,18.2,10.3,19.5,183.0,,,,amine,Phenols,Benzenediols,dopamine,Dopamine,Dopamine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Dopamine
Ecstasy,Ecstasy,42542-10-9,,,18.0,5.1,6.1,202.9,,,,alcohol,Benzodioxoles,,ecstasy,Ecstasy,Ecstasy,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ecstasy
Eicosane,Eicosane,112-95-8,,,16.5,0.0,0.0,359.8,,,,hydrocarbon,,,eicosane,Eicosane,Eicosane,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Eicosane
Epichlorohydrin,Epichlorohydrin,106-89-8,,,18.9,7.6,6.6,78.4,,,,ether,Epoxides,,epichlorohydrin,Epichlorohydrin,Epichlorohydrin,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Epichlorohydrin
Epsilon-Caprolactam,Epsilon-Caprolactam,105-60-2,,,19.4,13.8,3.9,110.7,,,,amide,Lactams,Caprolactams,epsilon-caprolactam,Epsilon-Caprolactam,Epsilon-Caprolactam,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Epsilon-Caprolactam
Ethanesulfonylchloride,Ethanesulfonylchloride,594-44-5,,,17.7,14.9,6.8,94.7,,,,halogenated,Sulfonyl halides,Sulfonyl chlorides,ethanesulfonylchloride,Ethanesulfonylchloride,Ethanesulfonylchloride,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethanesulfonylchloride
Ethanethiol (Ethyl Mercaptan),Ethanethiol (Ethyl Mercaptan),75-08-1,,,15.7,6.5,7.1,74.3,,,,sulfur compound,Thiols,Alkylthiols,ethanethiol (ethyl mercaptan),Ethanethiol (Ethyl Mercaptan),Ethanethiol (Ethyl Mercaptan),,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethanethiol (Ethyl Mercaptan)
Ethanol,Ethanol,64-17-5,,,15.8,8.8,19.4,58.5,,,,alcohol,Organooxygen compounds,Alcohols and polyols,ethanol,Ethanol,Ethanol; EtOH,EtOH,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethanol
Ethanolamine,Ethanolamine,141-43-5,,,17.0,15.5,21.2,59.8,,,,alcohol,,,ethanolamine,Ethanolamine,Ethanolamine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethanolamine
Ethanolamine/Acetic Acid,Ethanolamine/Acetic Acid,,,,17.2,20.3,18.4,,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Ethanolamine/Acetic Acid
Ethoxyethyl Propionate,Ethoxyethyl Propionate,14272-48-1,,,16.2,3.3,8.8,155.5,,,,ester,Carboxylic acids and derivatives,Carboxylic acids,ethoxyethyl propionate,Ethoxyethyl Propionate,Ethoxyethyl Propionate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethoxyethyl Propionate
Ethyl Acetate,Ethyl Acetate,141-78-6,,,15.8,5.3,7.2,98.5,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,ethyl acetate,Ethyl Acetate,Ethyl Acetate; EtOAc; EA,EtOAc; EA,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Acetate
Ethyl Aceto Acetate (Keto),Ethyl Aceto Acetate (Keto),141-97-9,,,16.5,10.8,8.3,125.6,,,,ester,Keto acids and derivatives,Beta-keto acids and derivatives,ethyl aceto acetate (keto),Ethyl Aceto Acetate (Keto),Ethyl Aceto Acetate (Keto),,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Aceto Acetate (Keto)
Ethyl Acetylene,Ethyl Acetylene,107-00-6,,,15.1,3.4,5.0,81.5,,,,hydrocarbon,,,ethyl acetylene,Ethyl Acetylene,Ethyl Acetylene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Acetylene
Ethyl Acrylate,Ethyl Acrylate,140-88-5,,,15.5,7.1,5.5,108.8,,,,ester,Carboxylic acids and derivatives,Acrylic acids and derivatives,ethyl acrylate,Ethyl Acrylate,Ethyl Acrylate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Acrylate
Ethyl Amine,Ethyl Amine,75-04-7,,,15.0,5.6,10.7,65.6,,,,amine,Organonitrogen compounds,Amines,ethyl amine,Ethyl Amine,Ethyl Amine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Amine
Ethyl Amyl Ketone,Ethyl Amyl Ketone,106-68-3,,,16.2,4.5,4.1,156.0,,,,ketone,,,ethyl amyl ketone,Ethyl Amyl Ketone,Ethyl Amyl Ketone,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Amyl Ketone
Ethyl Benzene,Ethyl Benzene,100-41-4,,,17.8,0.6,1.4,123.1,,,,aromatic,Benzene and substituted derivatives,,ethyl benzene,Ethyl Benzene,Ethyl Benzene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Benzene
Ethyl Benzoate,Ethyl Benzoate,93-89-0,,,17.9,6.2,6.0,144.3,,,,ester,Benzene and substituted derivatives,Benzoic acids and derivatives,ethyl benzoate,Ethyl Benzoate,Ethyl Benzoate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Benzoate
Ethyl Bromide,Ethyl Bromide,74-96-4,,,16.5,8.4,2.3,74.6,,,,halogenated,Organobromides,,ethyl bromide,Ethyl Bromide,Ethyl Bromide,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Bromide
Ethyl Butyl K etone,Ethyl Butyl K etone,,,,16.2,5.0,4.1,139.0,,,,other,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Ethyl Butyl K etone
Ethyl Butyrate,Ethyl Butyrate,105-54-4,,,15.5,5.6,5.0,132.9,,,,ester,,,ethyl butyrate,Ethyl Butyrate,Ethyl Butyrate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Butyrate
Ethyl Caproate,Ethyl Caproate,,,,15.5,3.2,5.9,149.6,,,,other,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Ethyl Caproate
Ethyl Carbamate,Ethyl Carbamate,51-79-6,,,16.8,10.1,13.0,91.2,,,,amide,Carboximidic acids and derivatives,,ethyl carbamate,Ethyl Carbamate,Ethyl Carbamate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Carbamate
Ethyl Carbylamine,Ethyl Carbylamine,624-79-3,,,15.6,15.2,5.8,74.4,,,,amine,,,ethyl carbylamine,Ethyl Carbylamine,Ethyl Carbylamine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Carbylamine
Ethyl Chloride,Ethyl Chloride,75-00-3,,,15.7,6.1,2.9,70.0,,,,halogenated,Organochlorides,,ethyl chloride,Ethyl Chloride,Ethyl Chloride,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Chloride
Ethyl Chloroformate,Ethyl Chloroformate,541-41-3,,,15.5,10.0,6.7,95.6,,,,ester,Organic carbonic acids and derivatives,,ethyl chloroformate,Ethyl Chloroformate,Ethyl Chloroformate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Chloroformate
Ethyl Cinnamate,Ethyl Cinnamate,103-36-6,,,18.4,8.2,4.1,166.8,,,,ester,,,ethyl cinnamate,Ethyl Cinnamate,Ethyl Cinnamate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Cinnamate
Ethyl Cyanoacetate,Ethyl Cyanoacetate,105-56-6,,,16.7,7.9,8.3,107.1,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,ethyl cyanoacetate,Ethyl Cyanoacetate,Ethyl Cyanoacetate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Cyanoacetate
Ethyl Cyanoacrylate,Ethyl Cyanoacrylate,7085-85-0,,,15.2,10.3,9.0,117.1,,,,ester,,,ethyl cyanoacrylate,Ethyl Cyanoacrylate,Ethyl Cyanoacrylate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Cyanoacrylate
Ethyl Ethynylether,Ethyl Ethynylether,927-80-0,,,15.4,7.9,5.9,87.6,,,,ether,Organooxygen compounds,,ethyl ethynylether,Ethyl Ethynylether,Ethyl Ethynylether,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ethyl Ethynylether
